相手先コード１,相手先コード２,相手先区分,所要日数,相手先略称,相手先名称１,相手先名称２,相手先名称３,郵便番号１,郵便番号２,住所１,住所２,住所３,電話番号,ＦＡＸ番号
T1210,INK04,5,1,セントレア商船三井,商船三井ロジスティクス㈱,中部国際空港営業所,,479,881,愛知県常滑市セントレア3-12-2,シーガル・セントレア・ターミナル,,0569-38-8120,0569-38-1704
T1210,INM01,5,1,商船三井ロジスティッ,商船三井ロジスティックス(株),中部国際空港営業所,,479,881,愛知県常滑市セントレア3-12-2,,,0569-38-8120,0569-38-1704
T1210,INN03,5,1,セントレア商船三井,商船三井ロジスティックス㈱,中部国際空港営業所,,479,881,愛知県常滑市セントレア3-12-2,シーガル・セントレア・ターミナル,,0569-38-8120,0569-38-1704
T1210,INS12,5,1,商船三井,商船三井ロジスティクス株式会社,中部国際空港営業所,,479,881,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0569-38-8120,0569-38-1704
T1210,KOH01,5,1,商船三井,商船三井ロジスティクス㈱,中部国際空港営業所　長谷川様,,,,愛知県常滑市セントレア３－１２－２,,,0569-38-8120,
T1210,KOL01,5,1,商船三井,商船三井ロジスティックス㈱,中部国際空港営業所,,479,881,愛知県常滑市セントレア3－12－2,,,0569-38-8120,0569-38-1704
T1210,SAH01,5,1,商船三井,商船三井ロジスティクス㈱,中部国際空港営業所　長谷川様,,,,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0568-38-8120,
T1210,SAL03,5,1,商船三井,シーガル・セントレア・ターミナル,気付：商船三井ロジスティクス（株）,中部国際空港営業所,479,881,愛知県常滑市セントレア3-12-2,,,0569-38-8120,0569-38-1740
T1210,TAD04,5,1,商船三井,商船三井ロジスティックス㈱,中部国際空港営業所 長谷川様,,479,881,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0569-38-8120,0569-38-1704
T1210,THK01,5,1,商船三井,商船三井ロジスティックス㈱,中部国際空港営業所 長谷川様,,479,881,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0569-38-8120,0569-38-1704
T1210,UKK01,5,1,商船三井,商船三井ロジスティクス㈱,中部国際空港営業所　市来様,,,,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0568-38-8120,
T1210,VES13,5,1,商船三井,商船三井ロジスティクス株式会社,中部国際空港営業所,,479,881,愛知県常滑市セントレア３－１２－２,シーガル・セントレア・ターミナル,,0569-38-8120,
T0070,H068,5,1,三和真空,株式会社　三和真空工業所,,,485,59,愛知県小牧市小木東２－１７６,,,0568-73-0970,0568-76-7925
T0070,H114,5,1,広陽,広陽商工株式会社,,,486,955,愛知県春日井市二子町2-1-7,,,0568-33-3861,0568-33-2548
T0070,H150,5,1,三幸電化,株式会社　三幸電化工業所,春日井第一工場,,486,906,愛知県春日井市下屋敷町知光院４４－１０,,,0568-34-3694,
T0070,H161,5,2,ダイテック,株式会社　ダイテック,,,448,6,愛知県刈谷市西境町前山９番地１,,,0556-26-1230,
T3310,H072,5,2,ダイテック,株式会社　ダイテック,,,448,6,愛知県刈谷市西境町前山9-1,,,0566-26-1230,0566-26-1231
T1210,FKK01,5,1,安達包運倉庫（株）,安達包運倉庫（株）,名港西二区1号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番地3号,,,0567-55-2633,0567-55-2634
T1210,TKTT4,5,1,安達包運倉庫㈱名港,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番地3号,,,0567-55-2633,0567-55-2634
T1210,GZK05,5,1,安達包運倉庫(株)名港,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番3号,,,0567-55-2633,0567-55-2634
T1210,INK06,5,1,安達包運　名港西２,安達包運倉庫(株),名港西二区1号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番3号,,,0567-55-2633,0567-55-2634
T1210,INN04,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区1号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番3号,,,0567-55-2633,0567-55-2634
T1210,SAL01,5,1,安達包運倉庫　名港,安達包運倉庫(株),名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番3号,,,0567-55-2633,0567-55-2634
T1210,SIP02,5,1,安達包運倉庫(株)名港,安達包運倉庫(株),名港西二区内１号倉庫内,,490,1444,愛知県海部郡飛島村木場一丁目94番3号,,,0567-55-2633,0567-55-2634
T1210,THB01,5,1,名港海運(株)西２区,名港海運(株),西２区名港物流センター,,490,1444,愛知県海部郡飛島村木場一丁目94-3,,,05675-5-1522,
T1210,THV02,5,1,名港海運(株),名港海運(株)西2区名港物流センター,,,490,1444,愛知県海部郡飛島村木場一丁目94-3,,,05675-5-1522,
T1210,INA03,5,1,安達包運（株）名港,安達包運倉(株),名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場1丁目94番3号,,,0567-55-2633,0567-55-2634
T1210,PHH02,5,1,名港海運(株)西二区,名港海運(株)西二区物流センター,,,490,1444,愛知県海部郡飛島村木場1丁目94番3号,,,0567-55-1522,0567-55-1524
T1210,SHK06,5,1,名港海運(株)西二区,名港海運(株)西二区物流センター,,,490,1444,愛知県海部郡飛島村木場1丁目94番3号,,,0567-55-1522,0567-55-1524
T3510,PKO04,5,1,名港海運(株)西二区,名港海運(株)西二区物流センター,,,490,1444,愛知県海部郡飛島村木場1丁目94番3号,,,0567-55-1522,0567-55-1524
T1210,INF01,5,1,名港海運(株)西２区,名港海運(株)西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場1丁目-94-3,,,05675-5-1522,05675-5-1524
T1210,INK05,5,1,名港海運㈱西２区,名港海運㈱西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場1丁目-94-3,,,05675-5-1522,05675-5-1524
T1210,THS01,5,1,名港海運㈱西2区,名港海運㈱　西２区名港物流ｾﾝﾀｰ,,,490,1444,愛知県海部郡飛島村木場1丁目-94-3,,,05675-5-1522,05675-5-1524
T1210,GZK01,5,1,名港海運㈱,西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場１丁目94-3,,,05675-5-1522,05675-5-1524
T1210,THC01,5,1,名港海運(株),名港海運(株)西2区名港物流ｾﾝﾀｰ,,,490,1444,愛知県海部郡飛島村木場1丁目94-3,,,05675-5-1522,
T1210,TKTT1,5,1,名港海運,名港海運株式会社,西二区名港物流センター,,490,1444,愛知県海部郡飛島村木場１丁目９４－３,,,0567-55-1522,0567-55-1524
T1210,BRK01,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,0567-55-2634
T1210,FUD01,5,1,名港海運,名港海運㈱　西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,05675-5-1522,
T1210,IDK02,5,1,名港海運㈱西2区,名港海運㈱西2区物流センター,,,490,1444,愛知県海部郡飛島村木場1-94-3,,,05675-5-1522,
T1210,IDK07,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,
T1210,INM05,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,0567-55-2634
T1210,INS13,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,0567-55-2634
T1210,KOK01,5,1,名港海運㈱西２区,名港海運㈱　西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,05675-5-1522,05675-5-1524
T1210,PHH01,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,
T1210,SAH02,5,1,名港海運㈱西２区,名港海運㈱　西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,05675-5-1522,
T1210,SHK07,5,1,安達包運倉庫,安達包運倉庫株式会社,,,490,1444,愛知県海部郡飛島村木場1-94-3,名港西2区1号倉庫内,,0567-55-2633,0567-55-2634
T1210,SIP03,5,1,名港海運㈱西二区,名港海運(株)西二区名港物流センター,,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-1522,0567-55-1524
T1210,TAD05,5,1,名港海運㈱西2区,名港海運㈱西2区名港物流センター,,,490,1444,愛知県海部郡飛島村木場1-94-3,,,05675-5-1522,
T1210,TAD09,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,0567-55-2634
T1210,UKK02,5,1,名港海運㈱西2区,名港海運㈱　西２区名港物流センター,,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,05675-5-1522,05675-5-1524
T1210,VES12,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,0567-55-2634
T1210,THK06,5,1,名港海運西2区,名港海運㈱　西２区名港物流ｾﾝﾀｰ,,,490,1444,愛知県海部郡飛島村木場,一丁目94-3,,05675-5-1522,05675-5-1524
T1210,UKK04,5,1,安達包運倉庫　名港,安達包運倉庫(株),名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場,一丁目94番3号,,0567-55-2633,0567-55-2634
T3510,PKO02,5,1,豊通物流,豊通物流株式会社,名古屋港営業所,,490,1446,愛知県海部郡飛島村東浜1-5-7,,,0567-55-1866,0567-55-1859
T3160,,4,1,東海電装,東海電装株式会社　(316),,,490,1144,愛知県海部郡大治町,大字西條字南屋敷６４,,052-445-1251,052-445-1250
T0070,H148,5,1,セノオ,株式会社　セノオ,,,497,34,愛知県海部郡蟹江町本町１－４１－１,,,0567-95-3412,0567-95-5916
T0070,H147,5,1,ＭＫコーポ,株式会社　ＭＫコーポレーション,,,497,33,愛知県海部郡蟹江町大字蟹江本町,字テノ割２６－１,,0567-95-0191,
T1037,,4,1,スタンレー岡崎,スタンレー電気株式会社　岡崎製作所,,,444,3698,愛知県岡崎市牧平町字岩田３－３３,,,0564-82-2111,0564-82-3522
T3540,,4,1,京葉真空テクノ,株式会社　京葉真空テクノ,,,444,3605,愛知県岡崎市中金町字大洞18-9,,,0564-85-8611,0564-85-8612
T1037,H038,5,1,ｻｶｯｸ㈱本社工場,サカック㈱　本社工場,,,444,3449,愛知県岡崎市中伊西町早稲田8番地,,,0564-85-2171,0564-85-2181
T1037,H022,5,1,サカック,サカック(株）本社工場,,,,,愛知県岡崎市中伊西町早稲田8,,,,
T1039,H186,5,1,サカック,サカック株式会社,,,444,3449,愛知県岡崎市中伊西町字早稲田８,,,0564-85-2171,0564-85-2180
T1037,H023,5,1,河合工業,有限会社　河合工業,,,444,3601,愛知県岡崎市石原町字栗木野５２－３,,,0564-83-2771,
T3510,H139,5,1,豊田合成,豊田合成株式会社,,,492,8540,愛知県稲沢市北島町西の町３０番地,,,0587-34-3344,0587-34-3319
T0070,H075,5,1,伊藤真空　尾西,伊藤真空株式会社　尾西工場,,,494,6,愛知県一宮市起字用水東７,,,0586-63-2067,
T1031,H184,5,1,三浦工業,有限会社　三浦工業所,,,446,4,愛知県安城市尾崎町北屋敷５８－１,,,0566-97-0722,0566-97-0930
T1037,H026,5,1,三浦工業,有限会社　三浦工業所,,,446,4,愛知県安城市尾崎町北屋敷５８－１,,,0566-97-0722,0566-97-0930
T1037,H025,5,1,東洋理工,東洋理工株式会社,,,444,1164,愛知県安城市藤井町南山１７８,,,0566-99-0851,
T2100,,4,1,東洋理工,東洋理工株式会社,,,444,1164,愛知県安城市藤井町南山１７８,,,0566-99-0852,0566-99-1546
T2100,H167,5,1,佐藤技研,佐藤技研株式会社,,,444,1211,愛知県安城市根崎町西新切４７－１,,,0566-99-6554,
T3200,,4,1,三和,株式会社　三和スクリーン銘板,,,496,8002,愛知県愛西市佐折町宮寺５５,,,0567-25-2333,0567-25-2220
T0070,H192,5,2,向陽技研,株式会社　向陽技研,,,470,214,愛知県みよし市明知町八和田山３－３２,,,0561-34-4639,
T0070,H011,5,2,中部真空,株式会社中部真空,,,470,226,愛知県みよし市西一色町前原８６０番地１,,,0561-34-3230,0561-34-3246
T0070,H138,5,2,イトウスパッタリング,イトウスパッタリング株式会社,,,490,1202,愛知県あま市富塚向１４,,,052-462-8397,
T0010,,4,1,TKTT,"Toyo Kogyo Toryo(Thailand)Co.,Ltd",,,,,"91/1Chaiyo Building 12F,Room1203","Rama 9Rd,Huai Khwang,Huai Khwang",Bangkok,,
T0000,,4,1,サンプル依頼先(本社),新規サンプル依頼先（本社）,,,,,,,,,
T1210,SAH05,5,1,安達包運　名港西２,安達包運倉庫株式会社,名港西二区１号倉庫内,,490,1444,愛知県海部郡飛島村木場１－９４－３,,,0567-55-2633,
